INSERT INTO t_user_weight VALUES ('1', '200010001', 'zlto','男', '43', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('982', '200010982', 'coqm','男', '81', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('983', '200010983', 'nrua','男', '49', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('984', '200010984', 'gesx','男', '38', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('985', '200010985', 'wvos','男', '49', '上海', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('986', '200010986', 'bwog','男', '28', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('987', '200010987', 'xdts','男', '20', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('988', '200010988', 'lpne','女', '69', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('989', '200010989', 'jlnz','男', '73', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('990', '200010990', 'ypmt','女', '59', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('991', '200010991', 'gzai','男', '10', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('992', '200010992', 'hsxt','女', '17', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('993', '200010993', 'mogx','女', '21', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('994', '200010994', 'qhtf','男', '56', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('995', '200010995', 'qlen','男', '87', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('996', '200010996', 'yqcs','男', '51', '广州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('997', '200010997', 'ebhy','男', '12', '北京', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('998', '200010998', 'yihs','男', '10', '杭州', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('999', '200010999', 'wceq','男', '24', '深圳', '2018-10-29 16:18:43');
INSERT INTO t_user_weight VALUES ('1000', '200011000', 'wztf','女', '81', '北京', '2018-10-29 16:18:43');
